Gender,Age,Connect_Date,L_O_S,Dropped_Calls,tariff,Handset,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,Nat_call_cost_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Dropped_calls_ratio,Usage_Band,Mins_charge,call_cost_per_min,actual call cost,Total_call_cost,Total_Cost,Tariff_OK,average cost min,Peak ratio,OffPeak ratio,Weekend ratio,Nat-InterNat Ratio,high Dropped calls,No Usage,target,id
M,39.0,05/09/99,13.433333,1.0,CAT 100,S50,134.0,289.2,59.0,213.9,7.0,23.499999,118.431123,0.0,2.158209,3.625424,3.357143,200.0,526.599999,2.633,645.031122,0.0025,Med,-73.400001,10.491834,0.0,35.529337,140.529337,OK,0.217864,0.549183,0.406191,0.044626,0.224898,F,F,0,K233000
F,57.0,12/05/97,41.633333,4.0,Play 300,S80,227.0,355.8,32.0,443.7,2.0,3.6,115.320112,0.0,1.567401,13.865625,1.8,261.0,803.1,3.077011,918.420112,0.007662835249,Med,-996.9,12.189765,0.0,46.128045,124.068045,OK,0.135089,0.443033,0.552484,0.004483,0.143594,F,F,0,K276520
F,40.0,10/10/99,12.266667,0.0,CAT 100,BS110,165.0,397.199999,89.0,146.699999,6.0,46.199999,30.921226,0.0,2.407273,1.648315,7.7,260.0,590.099997,2.269615,621.021223,0.0,Med,-9.900003,11.731063,0.0,9.276368,114.276368,OK,0.184014,0.673106,0.248602,0.078292,0.0524,F,F,0,K286100
M,26.0,01/08/98,26.766667,10.0,CAT 50,S50,6.0,105.0,10.0,46.2,8.0,33.5,0.301343,0.0,17.5,4.62,4.1875,24.0,184.7,7.695833,185.001343,0.2083333333,MedLow,-115.3,10.684894,0.0,0.090403,83.490403,OK,0.451296,0.568489,0.250135,0.181375,0.001632,F,F,0,K335060
F,18.0,17/02/97,44.433333,1.0,CAT 200,WC95,484.0,1315.2,59.0,245.1,15.0,84.0,82.203458,39.983759,2.717355,4.154237,5.6,558.0,1644.3,2.946774,1726.503458,0.0008960573477,MedHigh,444.3,8.99927,39.983758,64.644795,214.644795,OK,0.124323,0.799854,0.14906,0.051086,0.049993,F,F,0,K360040
F,51.0,18/10/99,12.0,10.0,Play 300,WC95,117.0,301.200002,241.0,561.299999,18.0,34.200002,21.42998,0.0,2.574359,2.329046,1.9,376.0,896.700003,2.38484,918.129983,0.01329787234,Med,-903.299997,9.725661,0.0,8.571992,86.511992,OK,0.094226,0.335898,0.625962,0.03814,0.023899,F,F,0,K391100
F,41.0,27/09/99,12.7,2.0,CAT 200,S80,86.0,967.200001,67.0,285.9,38.0,75.6,307.559967,11.119227,11.246512,4.267164,1.989474,191.0,1328.700001,6.956545,1636.259968,0.005235602094,MedHigh,128.700001,8.639648,11.119227,103.387217,253.387217,OK,0.154858,0.72793,0.215173,0.056898,0.231474,F,F,0,K145090
F,19.0,28/09/99,12.666667,2.0,CAT 200,BS110,461.0,879.599999,55.0,582.3,7.0,91.8,37.945179,27.697053,1.908026,10.587273,13.114286,523.0,1553.699999,2.970746,1591.645178,0.001912045889,MedHigh,353.699999,7.830662,27.697052,39.080606,189.080606,OK,0.118796,0.566132,0.374783,0.059085,0.024422,F,F,0,K360630
F,26.0,05/09/97,37.766667,2.0,CAT 50,WC95,28.0,174.0,49.0,92.1,0.0,0.0,39.761399,0.0,6.214286,1.879592,0.0,77.0,266.1,3.455844,305.861399,0.01298701299,MedLow,-33.9,11.538895,0.0,11.92842,95.32842,OK,0.311672,0.65389,0.34611,0.0,0.149423,F,F,0,K332250
M,33.0,01/11/96,48.033333,1.0,Play 100,ASAD90,13.0,108.6,80.0,431.1,47.0,97.8,199.582624,3.152646,8.353846,5.38875,2.080851,140.0,637.5,4.553571,837.082624,0.003571428571,Med,37.5,8.407059,3.152647,82.985697,142.925697,OK,0.170743,0.170353,0.676235,0.153412,0.313071,F,F,1,K156920
F,25.0,22/02/98,32.1,0.0,CAT 100,S50,191.0,303.6,51.0,147.0,73.0,124.0,182.181887,0.0,1.589529,2.882353,1.69863,315.0,574.6,1.824127,756.781887,0.0,Med,-25.4,10.283676,0.0,54.654566,159.654566,OK,0.210965,0.528368,0.25583,0.215802,0.317059,F,F,1,K167880
M,31.0,27/11/96,47.166667,0.0,Play 300,S50,224.0,403.2,120.0,510.9,2.0,79.8,233.055248,0.0,1.8,4.2575,39.9,346.0,993.9,2.872543,1226.955248,0.0,Med,-806.1,11.330516,0.0,93.222099,171.162099,OK,0.139502,0.405675,0.514036,0.08029,0.234486,F,F,0,K158170
M,30.0,18/10/96,48.5,7.0,CAT 200,S50,835.0,1391.400001,20.0,97.500001,5.0,55.8,395.081527,32.759554,1.666347,4.875,11.16,860.0,1544.700002,1.796163,1939.781529,0.004069767442,MedHigh,344.700002,9.503787,32.759554,151.284013,301.284013,OK,0.155319,0.900757,0.063119,0.036124,0.255766,F,F,0,K124790
M,36.0,04/03/99,19.6,9.0,CAT 100,S50,305.0,640.2,9.0,107.099999,15.0,66.5,178.038658,27.509213,2.099016,11.9,4.433333,329.0,813.799999,2.473556,991.838657,0.01367781155,Med,213.799999,12.866798,27.509213,80.920811,185.920811,OK,0.187451,0.78668,0.131605,0.081715,0.218774,F,F,0,K336940
F,45.0,24/09/96,49.3,2.0,CAT 100,BS110,163.0,408.6,18.0,240.6,8.0,23.5,167.189364,8.050822,2.506748,13.366667,2.9375,189.0,672.7,3.559259,839.889364,0.005291005291,Med,72.7,11.07403,8.05082,58.207629,163.207629,OK,0.19432,0.607403,0.357663,0.034934,0.248535,F,F,0,K287410
M,56.0,04/11/98,23.6,2.0,Play 300,S80,87.0,360.6,128.0,615.0,11.0,27.6,0.09093,0.0,4.144828,4.804688,2.509091,226.0,1003.2,4.438938,1003.29093,0.004424778761,Med,-796.8,10.267344,0.0,0.036372,77.976372,OK,0.077721,0.35945,0.613038,0.027512,9.1e-05,F,F,0,K396150
F,28.0,16/03/98,31.366667,0.0,CAT 100,ASAD170,227.0,360.600001,90.0,244.499999,10.0,70.2,181.009129,7.785906,1.588546,2.716667,7.02,327.0,675.3,2.065138,856.309129,0.0,Med,75.3,10.339849,7.785906,62.088645,167.088645,OK,0.195127,0.533985,0.362061,0.103954,0.268043,F,F,0,K106030
F,16.0,22/05/96,53.466667,8.0,CAT 100,WC95,57.0,307.199999,154.0,252.899999,18.0,42.0,63.51239,0.212146,5.389474,1.642208,2.333333,229.0,602.099998,2.629258,665.612388,0.01746724891,Med,2.099998,10.102143,0.212145,19.265862,124.265862,OK,0.186694,0.510214,0.42003,0.069756,0.105485,F,F,0,K301210
M,34.0,07/12/98,22.5,2.0,CAT 100,BS110,67.0,508.799999,7.0,175.799999,0.0,0.0,121.476321,10.648059,7.59403,25.114286,0.0,74.0,684.599998,9.251351,806.076319,0.01351351351,Med,84.599998,12.432077,10.517537,46.960433,151.960433,OK,0.188519,0.743208,0.256792,0.0,0.177441,F,F,0,K294850
M,26.0,15/11/96,47.566667,2.0,Play 300,ASAD90,14.0,335.400001,354.0,902.400001,6.0,14.400001,327.319583,0.0,23.957143,2.549153,2.4,374.0,1252.200003,3.348128,1579.519586,0.002673796791,Med,-547.799997,8.160517,0.0,130.927833,208.867833,OK,0.132235,0.267849,0.720652,0.0115,0.261396,F,F,0,K164600
F,41.0,16/04/98,30.333333,1.0,CAT 200,ASAD170,377.0,955.2,377.0,584.7,5.0,41.0,456.832699,30.552233,2.533687,1.550928,8.2,759.0,1580.9,2.082872,2037.732699,0.0006587615283,MedHigh,380.9,8.021064,30.552233,167.602042,317.602042,OK,0.155861,0.604213,0.369853,0.025935,0.28897,F,F,0,K125780
M,38.0,11/04/96,54.833333,0.0,Play 100,BS210,3.0,106.2,151.0,265.2,32.0,66.0,124.928837,0.0,35.4,1.756291,2.0625,186.0,437.4,2.351613,562.328837,0.0,MedLow,-162.6,9.855967,0.0,49.971535,109.911535,OK,0.195458,0.242798,0.60631,0.150892,0.285617,F,F,0,K267540
F,22.0,28/10/98,23.833333,1.0,CAT 200,WC95,81.0,684.0,369.0,594.0,40.0,81.6,59.138679,11.994652,8.444444,1.609756,2.04,490.0,1359.6,2.774694,1418.738679,0.001020408163,MedHigh,159.6,7.515446,11.994651,29.736255,179.736255,OK,0.126687,0.503089,0.436893,0.060018,0.043497,F,F,0,K366760
M,30.0,04/09/99,13.466667,2.0,CAT 100,S50,24.0,447.0,2.0,392.7,1.0,2.4,230.035164,24.956051,18.625,196.35,2.4,27.0,842.1,31.188889,1072.135164,0.03703703704,Med,242.1,10.308158,24.956051,93.9666,198.9666,OK,0.18558,0.530816,0.466334,0.00285,0.273168,F,F,0,K109230
M,22.0,19/08/98,26.166667,0.0,CAT 200,ASAD90,284.0,1619.400001,54.0,495.900001,22.0,58.799999,475.26581,84.983404,5.702113,9.183333,2.672727,360.0,2174.100001,6.039167,2649.365811,0.0,High,974.100001,8.7243,84.983404,227.563147,377.563147,OK,0.142511,0.74486,0.228094,0.027046,0.218603,F,F,1,K202620
F,28.0,23/05/97,41.266667,1.0,Play 100,BS210,33.0,171.6,77.0,519.899999,14.0,33.500001,171.294442,12.16724,5.2,6.751948,2.392857,124.0,725.0,5.846774,896.294442,0.004032258065,Med,125.0,9.733793,12.167241,80.685018,140.625018,OK,0.156896,0.23669,0.717103,0.046207,0.236268,F,F,0,K268660
F,36.0,16/08/96,50.6,2.0,CAT 200,ASAD170,155.0,1021.199999,158.0,435.0,1.0,21.0,365.350005,23.441527,6.588387,2.753165,21.0,314.0,1477.199999,4.704459,1842.550004,0.003184713376,MedHigh,277.199999,8.456539,23.441527,133.046529,283.046529,OK,0.153617,0.691308,0.294476,0.014216,0.247326,F,F,0,K136190
F,19.0,03/10/96,49.0,6.0,Play 100,ASAD170,162.0,273.0,115.0,371.400001,6.0,57.599999,213.582433,13.033333,1.685185,3.229565,9.6,283.0,702.0,2.480565,915.582433,0.01060070671,Med,102.0,12.777778,13.033333,98.466307,158.406307,OK,0.173012,0.388889,0.52906,0.082051,0.304248,F,F,0,K204250
F,15.0,02/10/98,24.7,2.0,CAT 100,WC95,186.0,384.6,156.0,252.0,1.0,22.8,177.690614,6.43455,2.067742,1.615385,22.8,343.0,659.4,1.922449,837.090614,0.002915451895,Med,59.4,10.832575,6.43455,59.741734,164.741734,OK,0.196803,0.583258,0.382166,0.034577,0.269473,F,F,0,K281190
M,53.0,15/03/96,55.733333,1.0,CAT 200,ASAD170,595.0,1388.4,41.0,192.0,9.0,28.800001,456.535054,38.112661,2.333445,4.682927,3.2,645.0,1609.200001,2.494884,2065.735055,0.0007751937984,MedHigh,409.200001,9.313945,38.112662,175.073178,325.073178,OK,0.157364,0.862789,0.119314,0.017897,0.283703,F,F,0,K120780
F,18.0,19/04/97,42.4,2.0,CAT 50,WC95,76.0,322.200001,20.0,57.600001,13.0,22.200001,3.684212,13.275224,4.239474,2.88,1.707692,109.0,402.000003,3.688073,405.684215,0.009174311927,MedLow,102.000003,13.014925,13.275224,14.380488,97.780488,OK,0.241026,0.801493,0.143284,0.055224,0.009165,F,F,0,K333140
F,30.0,23/02/99,19.9,12.0,CAT 200,S50,79.0,772.799999,153.0,368.700001,6.0,33.0,66.59455,0.0,9.782278,2.409804,5.5,238.0,1174.5,4.934874,1241.09455,0.02521008403,Med,-25.5,8.289911,0.0,19.978365,169.978365,OK,0.136958,0.657982,0.313921,0.028097,0.0567,T,F,1,K407770
M,40.0,27/03/96,55.333333,2.0,CAT 200,S50,546.0,1056.599999,188.0,423.0,22.0,74.0,26.97452,29.704129,1.935165,2.25,3.363636,756.0,1553.599999,2.055026,1580.574519,0.001322751323,MedHigh,353.599999,8.400489,29.70413,37.796486,187.796486,OK,0.118815,0.680098,0.272271,0.047631,0.017363,F,F,0,K356210
M,34.0,07/02/99,20.433333,7.0,CAT 100,S50,93.0,613.800001,43.0,159.899998,29.0,47.399999,47.805326,27.582971,6.6,3.718605,1.634483,165.0,821.099998,4.976364,868.905324,0.02121212121,Med,221.099998,12.475338,27.582972,41.92457,146.92457,OK,0.169092,0.747534,0.194739,0.057727,0.058221,F,F,0,K293660
F,33.0,07/06/97,40.766667,2.0,CAT 200,CAS30,18.0,691.799999,310.0,600.6,20.0,36.499999,44.379627,9.800144,38.433333,1.937419,1.825,348.0,1328.899998,3.818678,1373.279625,0.002873563218,MedHigh,128.899998,7.602905,9.800144,23.114032,173.114032,OK,0.126059,0.520581,0.451953,0.027466,0.033396,F,F,0,K323910
F,12.0,05/05/98,29.7,2.0,Play 300,CAS60,251.0,393.600001,4.0,315.600001,9.0,154.0,81.178788,0.0,1.568127,78.9,17.111111,264.0,863.200002,3.269697,944.37879,0.003787878788,Med,-936.799998,12.487488,0.0,32.471515,110.411515,OK,0.116914,0.455978,0.365616,0.178406,0.094044,F,F,0,K390250
M,21.0,05/06/96,53.0,14.0,Play 300,SOP20,139.0,239.399999,55.0,637.2,31.0,97.500001,89.587354,0.0,1.722302,11.585455,3.145161,225.0,974.1,4.329333,1063.687354,0.03111111111,Med,-825.9,7.652602,0.0,35.834942,113.774942,OK,0.106963,0.245765,0.654142,0.100092,0.091969,T,F,1,K415980
F,30.0,15/07/96,51.666667,0.0,CAT 200,WC95,57.0,1115.400001,114.0,180.300001,0.0,0.0,51.282063,9.469998,19.568421,1.581579,0.0,171.0,1295.700002,7.577193,1346.982065,0.0,MedHigh,95.700002,9.304237,8.904155,24.288774,174.288774,OK,0.129392,0.860847,0.139153,0.0,0.039579,F,F,0,K321690
M,19.0,20/06/98,28.166667,1.0,CAT 100,BS210,89.0,790.8,26.0,128.4,13.0,54.6,213.837171,49.045415,8.885393,4.938462,4.2,128.0,973.8,7.607812,1187.637171,0.00390625,Med,373.8,13.120764,49.045416,113.196567,218.196567,High CAT 100,0.183723,0.812076,0.131855,0.056069,0.21959,F,F,1,K256720
M,26.0,05/05/96,54.033333,5.0,CAT 200,BS110,570.0,1288.200001,144.0,426.9,41.0,93.0,5.863481,52.067364,2.26,2.964583,2.268293,755.0,1808.100001,2.394834,1813.963482,0.003311258278,MedHigh,608.100001,8.562303,52.067364,53.826409,203.826409,OK,0.112365,0.712461,0.236104,0.051435,0.003243,F,F,0,K356830
F,42.0,24/07/99,14.866667,0.0,CAT 200,WC95,81.0,960.6,112.0,229.8,9.0,25.8,56.673668,1.449768,11.859259,2.051786,2.866667,202.0,1216.2,6.020792,1272.873668,0.0,Med,16.2,8.949186,1.449768,18.451869,168.451869,OK,0.13234,0.789837,0.188949,0.021214,0.046599,F,F,0,K323270
M,17.0,09/02/98,32.533333,11.0,CAT 100,S50,254.0,627.6,0.0,0.0,8.0,36.0,176.446053,18.941605,2.470866,0.0,4.5,262.0,663.6,2.532824,840.046053,0.02099236641,Med,63.6,14.457505,9.194973,62.128789,167.128789,OK,0.198952,0.94575,0.0,0.05425,0.265892,F,F,0,K286970
F,14.0,18/05/98,29.266667,2.0,CAT 200,ASAD170,262.0,856.8,56.0,262.499999,0.0,0.0,278.998779,0.0,3.270229,4.6875,0.0,318.0,1119.299999,3.519811,1398.298778,0.003144654088,Med,-80.700001,8.827392,0.0,83.699634,233.699634,OK,0.167131,0.765478,0.234522,0.0,0.249262,F,F,0,K202010
F,20.0,14/04/99,18.233333,2.0,CAT 50,BS110,7.0,193.2,27.0,73.8,12.0,23.400001,78.538626,0.0,27.6,2.733333,1.95,46.0,290.400001,6.313043,368.938627,0.02173913043,MedLow,-9.599999,11.652893,0.0,23.561588,106.961588,OK,0.289917,0.665289,0.254132,0.080579,0.27045,F,F,0,K333490
F,21.0,14/04/97,42.566667,2.0,Play 100,BS110,24.0,88.200001,24.0,85.200001,26.0,125.400001,30.05636,0.0,3.675,3.55,4.823077,74.0,298.800003,4.037838,328.856363,0.01351351351,MedLow,-301.199997,10.903614,0.0,12.022544,71.962544,OK,0.218827,0.295181,0.285141,0.419679,0.10059,F,F,1,K230980
F,30.0,19/03/97,43.433333,0.0,CAT 200,ASAD170,154.0,712.8,65.0,312.9,11.0,68.0,193.000818,0.0,4.628571,4.813846,6.181818,230.0,1093.7,4.755217,1286.700818,0.0,Med,-106.3,8.258663,0.0,57.900245,207.900245,OK,0.161576,0.651733,0.286093,0.062174,0.176466,F,F,0,K151650
F,25.0,20/06/97,40.333333,15.0,CAT 100,SOP20,94.0,448.199999,74.0,201.3,4.0,13.8,151.245941,7.442258,4.768085,2.72027,3.45,172.0,663.299999,3.856395,814.54594,0.04360465116,Med,63.299999,11.757123,7.442259,52.816041,157.816041,OK,0.193747,0.675712,0.303483,0.020805,0.22802,T,F,1,K400240
F,27.0,27/06/98,27.933333,2.0,CAT 100,S50,2.0,473.4,39.0,276.6,3.0,85.8,194.383956,25.145793,236.7,7.092308,28.6,44.0,835.8,18.995455,1030.183956,0.02272727273,Med,235.8,10.664034,25.145793,83.46098,188.46098,OK,0.182939,0.566403,0.33094,0.102656,0.232572,F,F,0,K110720
F,17.0,02/08/97,38.9,2.0,Play 100,S80,22.0,220.2,124.0,249.599999,1.0,77.4,117.718792,0.0,10.009091,2.012903,77.4,147.0,547.199999,3.722449,664.918791,0.006802721088,Med,-52.800001,13.048246,0.0,47.087517,107.027517,OK,0.160963,0.402412,0.45614,0.141447,0.215129,F,F,0,K270120
M,36.0,16/11/96,47.533333,0.0,CAT 100,S50,180.0,451.800001,60.0,417.0,0.0,0.0,71.048132,27.418343,2.51,6.95,0.0,240.0,868.800001,3.62,939.848133,0.0,Med,268.800001,10.200276,27.418343,48.732782,153.732782,OK,0.163572,0.520028,0.479972,0.0,0.081777,F,F,0,K287540
F,35.0,07/04/96,54.966667,2.0,CAT 200,CAS30,493.0,859.200001,124.0,452.7,26.0,66.6,67.055065,14.487828,1.742799,3.650806,2.561538,643.0,1378.500001,2.143857,1445.555066,0.001555209953,MedHigh,178.500001,8.116431,14.487829,34.604349,184.604349,OK,0.127705,0.623286,0.3284,0.048313,0.048644,F,F,1,K354080
M,37.0,15/04/97,42.533333,1.0,CAT 200,S50,370.0,928.799999,50.0,305.1,17.0,44.0,181.465154,6.725953,2.51027,6.102,2.588235,437.0,1277.899999,2.924256,1459.365153,0.00114416476,MedHigh,77.899999,8.634087,6.725954,61.1655,211.1655,OK,0.144697,0.726817,0.238751,0.034431,0.142003,F,F,0,K124930
M,18.0,04/01/97,45.9,2.0,Play 100,BS110,29.0,92.4,31.0,95.099999,1.0,11.4,2.780366,0.0,3.186207,3.067742,11.4,61.0,198.899999,3.260656,201.680365,0.01639344262,MedLow,-401.100001,14.291101,0.0,1.112146,61.052146,OK,0.302717,0.464555,0.47813,0.057315,0.013979,F,F,1,K231450
F,16.0,03/08/97,38.866667,0.0,CAT 200,ASAD170,371.0,840.6,121.0,229.8,29.0,114.6,260.405883,0.0,2.265768,1.899174,3.951724,521.0,1185.0,2.274472,1445.405883,0.0,Med,-15.0,8.546835,0.0,78.121765,228.121765,OK,0.157825,0.709367,0.193924,0.096709,0.219752,F,F,0,K177780
M,23.0,04/01/96,58.1,1.0,Play 100,CAS60,70.0,183.0,159.0,343.199999,26.0,49.199999,23.817104,0.0,2.614286,2.158491,1.892308,255.0,575.399998,2.256471,599.217102,0.001960784314,Med,-24.600002,11.360793,0.0,9.526842,69.466842,OK,0.115929,0.31804,0.596455,0.085506,0.041392,F,F,0,K379120
M,38.0,25/06/96,52.333333,2.0,CAT 100,S50,310.0,603.0,113.0,200.699999,19.0,93.0,30.758778,34.787058,1.945161,1.776106,4.894737,442.0,896.699999,2.028733,927.458777,0.002262443439,Med,296.699999,11.724657,34.787057,44.014691,149.014691,OK,0.16067,0.672466,0.223821,0.103714,0.034302,F,F,0,K343190
M,22.0,28/08/99,13.7,4.0,CAT 200,ASAD170,593.0,1459.2,167.0,361.499999,27.0,43.8,530.353471,59.227639,2.460708,2.164671,1.622222,787.0,1864.499999,2.369123,2394.85347,0.002541296061,MedHigh,664.499999,8.913113,59.227639,218.33368,368.33368,OK,0.153802,0.782623,0.193886,0.023492,0.284448,F,F,0,K181410
M,27.0,14/07/97,39.533333,1.0,CAT 50,SOP10,21.0,75.0,13.0,30.900001,1.0,2.0,11.656737,0.0,3.571429,2.376923,2.0,35.0,107.900001,3.082857,119.556738,0.01428571429,Low,-192.099999,11.95088,0.0,3.497021,86.897021,OK,0.726827,0.695088,0.286376,0.018536,0.108033,F,F,1,K100550
M,14.0,25/07/96,51.333333,1.0,Play 100,BS110,51.0,94.8,37.0,63.600001,22.0,48.600001,19.392079,0.0,1.858824,1.718919,2.209091,110.0,207.000002,1.881818,226.392081,0.004545454545,MedLow,-392.999998,14.15942,0.0,7.756832,67.696832,OK,0.299025,0.457971,0.307246,0.234783,0.093682,F,F,1,K215740
F,48.0,06/09/97,37.733333,0.0,CAT 200,ASAD170,188.0,746.4,2.0,261.6,14.0,51.0,225.987341,0.0,3.970213,130.8,3.642857,204.0,1059.0,5.191176,1284.987341,0.0,Med,-141.0,8.524079,0.0,67.796202,217.796202,OK,0.169493,0.704816,0.247025,0.048159,0.213397,F,F,0,K135130
F,24.0,23/08/98,26.033333,7.0,CAT 200,BS110,102.0,1337.4,35.0,298.199999,0.0,0.0,123.380599,39.86844,13.111765,8.52,0.0,137.0,1635.599999,11.938686,1758.980598,0.02554744526,MedHigh,435.599999,9.088408,39.589105,76.603285,226.603285,OK,0.128826,0.817682,0.182318,0.0,0.075434,F,F,0,K246360
M,24.0,28/08/97,38.033333,0.0,Play 300,ASAD170,209.0,535.2,175.0,737.7,6.0,10.500001,258.854443,0.0,2.560766,4.215429,1.75,390.0,1283.400001,3.290769,1542.254444,0.0,MedHigh,-516.599999,11.591398,0.0,103.541777,181.481777,OK,0.117673,0.417017,0.574801,0.008181,0.201694,F,F,0,K205820
M,17.0,03/05/97,41.933333,0.0,Play 100,BS210,23.0,39.6,176.0,303.300001,11.0,89.4,100.597517,0.0,1.721739,1.723295,8.127273,210.0,432.300001,2.058571,532.897518,0.0,MedLow,-167.699999,6.832061,0.0,40.239007,100.179007,OK,0.187989,0.091603,0.701596,0.206801,0.232703,F,F,0,K265150
M,20.0,13/06/97,40.566667,1.0,Play 100,S80,56.0,183.0,19.0,353.1,85.0,134.4,6.826964,7.373323,3.267857,18.584211,1.581176,160.0,670.5,4.190625,677.326964,0.003125,Med,70.5,10.458613,7.373322,10.104108,70.044108,OK,0.103413,0.272931,0.526622,0.200447,0.010182,F,F,0,K383880
F,43.0,06/07/98,27.633333,0.0,Play 300,S80,119.0,687.6,91.0,743.4,27.0,56.4,383.407117,0.0,5.778151,8.169231,2.088889,237.0,1487.4,6.275949,1870.807117,0.0,MedHigh,-312.6,12.632513,0.0,153.362847,231.302847,OK,0.123638,0.462283,0.499798,0.037919,0.25777,F,F,0,K162080
F,26.0,05/11/97,35.733333,2.0,CAT 100,CAS30,341.0,530.400001,106.0,347.699998,3.0,13.8,95.689735,31.953871,1.555425,3.280189,4.6,450.0,891.899999,1.982,987.589734,0.002222222222,Med,291.899999,10.946855,31.95387,60.66079,165.66079,OK,0.167743,0.594686,0.389842,0.015473,0.107288,F,F,1,K284510
M,23.0,08/07/99,15.4,2.0,CAT 200,S50,263.0,1177.199999,6.0,19.199999,2.0,30.0,273.269909,2.587044,4.476046,3.2,15.0,271.0,1226.399998,4.525461,1499.669907,0.0036900369,Med,26.399998,9.799413,2.587045,84.568018,234.568018,OK,0.156413,0.959883,0.015656,0.024462,0.222823,F,F,1,K195450
M,16.0,27/02/96,56.3,0.0,CAT 200,ASAD170,76.0,925.2,6.0,413.100001,26.0,120.6,409.280954,21.154414,12.173684,68.85,4.638462,108.0,1458.900001,13.508333,1868.180955,0.0,MedHigh,258.900001,8.170882,21.154414,143.9387,293.9387,OK,0.15734,0.634176,0.283159,0.082665,0.280541,F,F,0,K197000
F,32.0,25/11/99,10.733333,2.0,CAT 100,BS110,28.0,774.0,16.0,108.899999,7.0,11.5,108.514654,40.196924,27.642857,6.80625,1.642857,51.0,894.399999,17.537255,1002.914653,0.01960784314,Med,294.399999,13.653846,40.196923,72.751319,177.751319,OK,0.177235,0.865385,0.121758,0.012858,0.121327,F,F,0,K245440
F,42.0,24/01/99,20.9,0.0,CAT 100,CAS30,123.0,455.400001,18.0,82.8,25.0,67.2,159.139232,0.676204,3.702439,4.6,2.688,166.0,605.400001,3.646988,764.539233,0.0,Med,5.400001,12.522299,0.676204,48.417974,153.417974,OK,0.200667,0.75223,0.136769,0.111001,0.262866,F,F,1,K350900
F,37.0,03/09/96,50.0,4.0,CAT 200,WC95,757.0,1479.0,85.0,196.2,43.0,87.6,115.396771,51.749632,1.953765,2.308235,2.037209,885.0,1762.8,1.991864,1878.196771,0.002259887006,MedHigh,562.8,9.195031,51.749632,86.368664,236.368664,OK,0.125849,0.839006,0.1113,0.049694,0.065462,F,F,0,K353960
M,15.0,24/08/97,38.166667,1.0,CAT 100,ASAD170,117.0,513.0,187.0,365.400001,15.0,58.2,227.099275,35.266452,4.384615,1.954011,3.88,319.0,936.600001,2.93605,1163.699276,0.001567398119,Med,336.600001,10.477258,35.266451,103.396234,208.396234,OK,0.179081,0.547726,0.390135,0.06214,0.242472,F,F,0,K169320
F,40.0,11/07/96,51.8,0.0,CAT 200,ASAD170,409.0,1359.0,36.0,72.900001,6.0,101.4,454.505273,31.435583,3.322738,2.025,16.9,451.0,1533.300001,3.399778,1987.805274,0.0,MedHigh,333.300001,9.431618,31.435583,167.787165,317.787165,OK,0.159868,0.886324,0.047545,0.066132,0.296423,F,F,0,K133850
M,56.0,18/12/97,34.3,2.0,CAT 200,ASAD170,699.0,1334.399999,4.0,67.2,17.0,37.799999,368.830341,23.066825,1.909013,16.8,2.223529,720.0,1439.399998,1.999167,1808.230339,0.001388888889,MedHigh,239.399998,9.635265,23.066823,133.715926,283.715926,OK,0.156903,0.927053,0.046686,0.026261,0.256239,F,F,0,K122220
F,36.0,03/04/98,30.766667,10.0,CAT 200,BS110,594.0,954.0,321.0,485.1,0.0,0.0,40.908177,20.253131,1.606061,1.511215,0.0,915.0,1439.1,1.572787,1480.008177,0.005464480874,MedHigh,239.1,8.314572,19.880141,32.152594,182.152594,OK,0.123075,0.662914,0.337086,0.0,0.028426,F,F,0,K305250
F,51.0,01/11/98,23.7,2.0,CAT 200,S50,778.0,1186.8,91.0,145.2,17.0,30.600001,258.800019,15.211083,1.52545,1.595604,1.8,886.0,1362.600001,1.537923,1621.40002,0.001128668172,MedHigh,162.600001,9.35491,15.211083,92.851089,242.851089,OK,0.149779,0.870982,0.106561,0.022457,0.189931,F,F,0,K122650
M,34.0,03/08/96,51.033333,2.0,CAT 100,S80,2.0,826.2,4.0,50.399999,13.0,25.500001,201.335734,42.773221,413.1,12.6,1.961539,19.0,902.1,47.478947,1103.435734,0.05263157895,Med,302.1,14.15863,42.773221,103.173941,208.173941,OK,0.18866,0.915863,0.05587,0.028267,0.223186,F,F,0,K110750
F,50.0,09/06/96,52.866667,2.0,CAT 200,ASAD170,97.0,737.400001,144.0,371.400001,2.0,66.0,255.383744,0.0,7.602062,2.579167,33.0,243.0,1174.800002,4.834568,1430.183746,0.004115226337,Med,-25.199998,8.138407,0.0,76.615123,226.615123,OK,0.158452,0.627681,0.316139,0.05618,0.217385,F,F,0,K139580
M,18.0,13/05/98,29.433333,10.0,CAT 200,BS110,554.0,944.400001,205.0,579.299999,59.0,102.5,91.223433,33.685577,1.704693,2.825854,1.737288,818.0,1626.2,1.98802,1717.423433,0.006112469438,MedHigh,426.2,7.903702,33.685577,61.052607,211.052607,OK,0.122889,0.58074,0.356229,0.06303,0.056096,F,F,0,K362300
